suburb,rooms,type,price,method,sellerg,distance,bedroom2,bathroom,car,landsize,yearbuilt,councilarea,regionname,year,month,day,season,street_name
Brunswick,3,h,810000.0,PI,Rendina,5.2,3.0,2.0,3.0,177.0,,Moreland,Northern Metropolitan,2017,11,2,Autumn,Austin
Brunswick,2,h,1105000.0,S,Nelson,5.2,2.0,1.0,1.0,147.0,,Moreland,Northern Metropolitan,2017,11,2,Autumn,Evans
Brunswick,2,h,1260000.0,S,Jellis,5.2,2.0,1.0,1.0,385.0,1925.0,Moreland,Northern Metropolitan,2017,11,2,Autumn,Hope
Brunswick,3,t,955000.0,S,Nelson,5.2,3.0,2.0,2.0,327.0,2007.0,Moreland,Northern Metropolitan,2017,11,2,Autumn,Hope
Brunswick,1,t,895000.0,S,Nelson,5.2,1.0,1.0,0.0,0.0,,Moreland,Northern Metropolitan,2017,11,2,Autumn,Lydia
Brunswick,2,h,1094000.0,S,Nelson,5.2,2.0,1.0,2.0,301.0,,Moreland,Northern Metropolitan,2017,11,3,Autumn,Albert
Brunswick,3,h,1135000.0,S,Barry,5.2,3.0,1.0,1.0,438.0,,Moreland,Northern Metropolitan,2017,11,3,Autumn,Brunswick
Brunswick,2,h,792000.0,S,Nelson,5.2,2.0,1.0,1.0,149.0,,Moreland,Northern Metropolitan,2016,12,11,Winter,Albion
Brunswick,2,u,587000.0,SP,Jellis,5.2,2.0,1.0,1.0,114.0,1970.0,Moreland,Northern Metropolitan,2016,12,11,Winter,Donald
Brunswick,3,h,1060000.0,S,Nelson,5.2,3.0,1.0,0.0,257.0,1935.0,Moreland,Northern Metropolitan,2016,12,11,Winter,Evans
Brunswick,2,h,840000.0,S,Jellis,5.2,2.0,1.0,1.0,186.0,,Moreland,Northern Metropolitan,2016,12,11,Winter,Glenlyon
Brunswick,2,h,890000.0,S,Jellis,5.2,2.0,1.0,1.0,199.0,1900.0,Moreland,Northern Metropolitan,2016,12,11,Winter,Victoria
Brunswick,4,h,1358000.0,S,Nelson,5.2,4.0,1.0,1.0,416.0,,Moreland,Northern Metropolitan,2016,8,13,Summer,Barkly
Brunswick,3,h,840000.0,VB,Brad,5.2,2.0,1.0,0.0,209.0,,Moreland,Northern Metropolitan,2016,8,13,Summer,Barrow
Brunswick,2,t,685000.0,SP,Jellis,5.2,2.0,2.0,1.0,0.0,2002.0,Moreland,Northern Metropolitan,2016,8,13,Summer,Jones
Brunswick,2,u,600000.0,S,Woodards,5.2,2.0,1.0,1.0,768.0,1970.0,Moreland,Northern Metropolitan,2016,8,13,Summer,Park
Brunswick,3,h,905000.0,S,Nelson,5.2,3.0,1.0,1.0,314.0,,Moreland,Northern Metropolitan,2016,5,14,Spring,Davies
Brunswick,3,h,976000.0,S,Jellis,5.2,3.0,2.0,1.0,240.0,2005.0,Moreland,Northern Metropolitan,2016,5,14,Spring,Murdock
Brunswick,3,t,641000.0,SP,RW,5.2,3.0,2.0,1.0,0.0,1900.0,Moreland,Northern Metropolitan,2016,5,14,Spring,Pottery
Brunswick,2,h,770000.0,S,Nelson,5.2,2.0,1.0,0.0,152.0,1910.0,Moreland,Northern Metropolitan,2016,10,15,Autumn,Albion
Brunswick,1,u,279500.0,S,Walshe,5.2,1.0,1.0,1.0,0.0,1970.0,Moreland,Northern Metropolitan,2016,10,15,Autumn,Albion
Brunswick,4,h,1800000.0,VB,Nelson,5.2,4.0,2.0,3.0,271.0,1900.0,Moreland,Northern Metropolitan,2016,10,15,Autumn,Barkly
Brunswick,4,h,1350000.0,S,Nelson,5.2,4.0,1.0,1.0,370.0,1940.0,Moreland,Northern Metropolitan,2016,10,15,Autumn,Charles
Brunswick,4,h,1320000.0,S,Nelson,5.2,4.0,2.0,1.0,281.0,1920.0,Moreland,Northern Metropolitan,2016,10,15,Autumn,Glenlyon
Brunswick,3,h,825000.0,S,Nelson,5.2,3.0,1.0,1.0,210.0,1900.0,Moreland,Northern Metropolitan,2016,4,16,Spring,Albion
Brunswick,2,h,860000.0,S,Nelson,5.2,3.0,1.0,2.0,352.0,1900.0,Moreland,Northern Metropolitan,2016,4,16,Spring,Cassels
Brunswick,2,h,830000.0,S,Nelson,5.2,2.0,1.0,1.0,319.0,,Moreland,Northern Metropolitan,2016,4,16,Spring,Davies
Brunswick,2,h,936000.0,S,Nelson,5.2,2.0,1.0,2.0,200.0,,Moreland,Northern Metropolitan,2016,4,16,Spring,Donald
Brunswick,3,h,1261000.0,S,Nelson,5.2,2.0,1.0,1.0,216.0,1910.0,Moreland,Northern Metropolitan,2016,4,16,Spring,Edward
Brunswick,3,h,1045000.0,S,Jellis,5.2,3.0,1.0,2.0,222.0,1890.0,Moreland,Northern Metropolitan,2016,4,16,Spring,Stewart
Brunswick,3,u,1044000.0,S,Jellis,5.2,3.0,1.0,1.0,0.0,2000.0,Moreland,Northern Metropolitan,2016,7,16,Summer,Dods
Brunswick,3,h,1050000.0,SP,Nelson,5.2,3.0,1.0,1.0,239.0,1910.0,Moreland,Northern Metropolitan,2016,9,17,Autumn,Brunswick
Brunswick,3,h,1691500.0,S,Nelson,5.2,3.0,2.0,3.0,470.0,1920.0,Moreland,Northern Metropolitan,2016,9,17,Autumn,Chambers
Brunswick,2,h,1075000.0,PI,Jellis,5.2,2.0,1.0,0.0,311.0,1930.0,Moreland,Northern Metropolitan,2016,9,17,Autumn,Davies
Brunswick,2,u,620000.0,S,Brad,5.2,2.0,1.0,1.0,135.0,1975.0,Moreland,Northern Metropolitan,2016,9,17,Autumn,Sturrock
Brunswick,2,u,501000.0,S,Nelson,5.2,2.0,1.0,1.0,1140.0,2010.0,Moreland,Northern Metropolitan,2017,3,18,Spring,Breese
Brunswick,3,h,1260000.0,S,Rendina,5.2,3.0,1.0,6.0,563.0,1960.0,Moreland,Northern Metropolitan,2017,3,18,Spring,Brunswick
Brunswick,3,h,1650000.0,S,Nelson,5.2,3.0,1.0,2.0,495.0,1920.0,Moreland,Northern Metropolitan,2017,3,18,Spring,Evans
Brunswick,2,u,601000.0,S,Brad,5.2,2.0,1.0,1.0,0.0,1970.0,Moreland,Northern Metropolitan,2017,3,18,Spring,Park
Brunswick,1,h,800000.0,PI,Walshe,5.2,1.0,1.0,4.0,330.0,,Moreland,Northern Metropolitan,2017,3,18,Spring,Rose
Brunswick,2,h,1015000.0,S,Nelson,5.2,2.0,1.0,0.0,453.0,1920.0,Moreland,Northern Metropolitan,2017,3,18,Spring,Sutherland
Brunswick,1,t,625000.0,PI,Jellis,5.2,1.0,1.0,1.0,82.0,1930.0,Moreland,Northern Metropolitan,2016,6,18,Summer,Ballarat
Brunswick,3,h,1700000.0,S,Collins,5.2,3.0,2.0,1.0,0.0,1945.0,Moreland,Northern Metropolitan,2016,6,18,Summer,Black
Brunswick,3,t,815000.0,S,Nelson,5.2,3.0,2.0,1.0,99.0,,Moreland,Northern Metropolitan,2016,6,18,Summer,Brickworks
Brunswick,2,u,435000.0,SP,Jellis,5.2,2.0,1.0,1.0,0.0,1973.0,Moreland,Northern Metropolitan,2016,6,18,Summer,De
Brunswick,2,h,890000.0,S,Jellis,5.2,2.0,1.0,1.0,259.0,,Moreland,Northern Metropolitan,2016,6,18,Summer,Henkel
Brunswick,3,h,1815000.0,S,Nelson,5.2,3.0,1.0,3.0,612.0,,Moreland,Northern Metropolitan,2016,6,18,Summer,Union
Brunswick,5,h,2500000.0,S,Jellis,5.2,5.0,2.0,2.0,555.0,1890.0,Moreland,Northern Metropolitan,2016,11,19,Autumn,Barkly
Brunswick,2,h,860000.0,PI,Jellis,5.2,2.0,1.0,1.0,298.0,1910.0,Moreland,Northern Metropolitan,2016,11,19,Autumn,Dawson
Brunswick,2,u,491000.0,S,Jellis,5.2,2.0,1.0,1.0,1080.0,1960.0,Moreland,Northern Metropolitan,2016,11,19,Autumn,De
Brunswick,3,h,990000.0,S,Nelson,5.2,3.0,2.0,1.0,194.0,,Moreland,Northern Metropolitan,2016,11,19,Autumn,Henkel
Brunswick,2,u,350000.0,S,hockingstuart,5.2,2.0,1.0,1.0,0.0,,Moreland,Northern Metropolitan,2016,5,22,Spring,Aberdeen
Brunswick,2,h,871000.0,S,Jellis,5.2,2.0,1.0,1.0,215.0,1880.0,Moreland,Northern Metropolitan,2016,5,22,Spring,Charles
Brunswick,3,h,985000.0,S,Jellis,5.2,3.0,1.0,2.0,384.0,1940.0,Moreland,Northern Metropolitan,2016,5,22,Spring,Hanover
Brunswick,3,h,1250000.0,S,Ray,5.2,3.0,1.0,1.0,483.0,1890.0,Moreland,Northern Metropolitan,2016,5,22,Spring,Hanover
Brunswick,2,h,542000.0,S,Raine,5.2,2.0,1.0,1.0,0.0,,Moreland,Northern Metropolitan,2016,5,22,Spring,Jones
Brunswick,3,t,641000.0,SP,RW,5.2,3.0,2.0,1.0,0.0,1900.0,Moreland,Northern Metropolitan,2016,5,22,Spring,Pottery
Brunswick,5,h,1395000.0,S,Nelson,5.2,4.0,2.0,2.0,391.0,,Moreland,Northern Metropolitan,2016,5,22,Spring,Tinning
Brunswick,3,h,860000.0,S,Ray,5.2,3.0,1.0,1.0,184.0,1890.0,Moreland,Northern Metropolitan,2016,8,22,Summer,Cassels
Brunswick,1,u,440000.0,S,Nelson,5.2,1.0,1.0,1.0,0.0,,Moreland,Northern Metropolitan,2016,8,22,Summer,Park
Brunswick,2,h,860000.0,SP,Jellis,5.2,2.0,1.0,0.0,153.0,,Moreland,Northern Metropolitan,2016,8,22,Summer,Talbot
Brunswick,3,h,835000.0,PI,Jellis,5.2,3.0,1.0,0.0,302.0,,Moreland,Northern Metropolitan,2016,4,23,Spring,McPherson
Brunswick,2,h,705000.0,S,Chambers,5.2,2.0,1.0,1.0,161.0,1910.0,Moreland,Northern Metropolitan,2016,4,23,Spring,Percy
Brunswick,2,h,800000.0,S,Biggin,5.2,2.0,1.0,0.0,137.0,,Moreland,Northern Metropolitan,2016,4,23,Spring,Wilson
Brunswick,3,h,880000.0,S,Nelson,5.2,3.0,1.0,1.0,264.0,1915.0,Moreland,Northern Metropolitan,2016,9,24,Autumn,Albion
Brunswick,3,h,1000000.0,S,Nelson,5.2,3.0,1.0,1.0,370.0,,Moreland,Northern Metropolitan,2016,9,24,Autumn,Davison
Brunswick,2,t,754000.0,S,Nelson,5.2,2.0,2.0,1.0,177.0,2000.0,Moreland,Northern Metropolitan,2016,9,24,Autumn,De
Brunswick,2,h,916000.0,S,Nelson,5.2,2.0,1.0,0.0,1328.0,1890.0,Moreland,Northern Metropolitan,2016,9,24,Autumn,Goodman
Brunswick,2,u,590000.0,S,Woodards,5.2,2.0,1.0,1.0,0.0,2004.0,Moreland,Northern Metropolitan,2016,9,24,Autumn,Pottery
Brunswick,2,u,575000.0,S,Nelson,5.2,2.0,1.0,1.0,0.0,1950.0,Moreland,Northern Metropolitan,2016,9,24,Autumn,Sydney
Brunswick,2,h,1020000.0,S,Jellis,5.2,2.0,1.0,1.0,279.0,,Moreland,Northern Metropolitan,2017,2,25,Winter,Eveline
Brunswick,3,h,1510000.0,S,Nelson,5.2,3.0,1.0,0.0,325.0,1920.0,Moreland,Northern Metropolitan,2017,2,25,Winter,Frederick
Brunswick,2,t,801000.0,S,Jellis,5.2,2.0,2.0,1.0,156.0,2007.0,Moreland,Northern Metropolitan,2017,2,25,Winter,Heller
Brunswick,3,t,820000.0,SP,Jellis,5.2,3.0,2.0,2.0,4668.0,2011.0,Moreland,Northern Metropolitan,2017,2,25,Winter,Lobb
Brunswick,1,u,370000.0,S,Jellis,5.2,1.0,1.0,1.0,540.0,1970.0,Moreland,Northern Metropolitan,2016,7,26,Summer,Brunswick
Brunswick,3,h,1170000.0,S,Nelson,5.2,3.0,1.0,0.0,285.0,1890.0,Moreland,Northern Metropolitan,2016,7,26,Summer,Frederick
Brunswick,4,h,1790000.0,S,Ray,5.2,3.0,1.0,1.0,416.0,1920.0,Moreland,Northern Metropolitan,2016,6,27,Summer,Bell
Brunswick,3,t,640000.0,PI,Walshe,5.2,3.0,2.0,1.0,110.0,2000.0,Moreland,Northern Metropolitan,2016,6,27,Summer,Brunswick
Brunswick,4,h,820000.0,VB,Nelson,5.2,3.0,1.0,0.0,416.0,,Moreland,Northern Metropolitan,2016,6,27,Summer,Bryant
Brunswick,4,h,1875000.0,S,Jellis,5.2,4.0,2.0,2.0,657.0,1958.0,Moreland,Northern Metropolitan,2016,6,27,Summer,Charles
Brunswick,3,h,1053000.0,S,Ray,5.2,3.0,1.0,1.0,343.0,1925.0,Moreland,Northern Metropolitan,2016,6,27,Summer,Garnet
Brunswick,3,t,705000.0,PI,Nelson,5.2,2.0,1.0,1.0,55.0,2012.0,Moreland,Northern Metropolitan,2016,6,27,Summer,William
Brunswick,1,u,240000.0,PI,Hodges,5.2,1.0,1.0,1.0,0.0,,Moreland,Northern Metropolitan,2016,11,27,Autumn,Brunswick
Brunswick,4,h,1175000.0,PI,Jellis,5.2,4.0,1.0,2.0,319.0,,Moreland,Northern Metropolitan,2016,11,27,Autumn,Brunswick
Brunswick,4,h,1217000.0,S,Walshe,5.2,4.0,1.0,0.0,363.0,1920.0,Moreland,Northern Metropolitan,2016,11,27,Autumn,Hall
Brunswick,3,h,1020000.0,SP,Jellis,5.2,3.0,1.0,3.0,308.0,1943.0,Moreland,Northern Metropolitan,2016,11,27,Autumn,Louisa
Brunswick,2,u,1180000.0,PI,Jellis,5.2,2.0,1.0,1.0,0.0,2010.0,Moreland,Northern Metropolitan,2016,11,27,Autumn,Union
Brunswick,3,h,1340000.0,S,Nelson,5.2,3.0,1.0,1.0,316.0,1910.0,Moreland,Northern Metropolitan,2016,11,27,Autumn,Warburton
Brunswick,4,h,1410000.0,PI,Jellis,5.2,4.0,2.0,1.0,460.0,1916.0,Moreland,Northern Metropolitan,2016,5,28,Spring,Denman
Brunswick,3,h,1550000.0,S,Nelson,5.2,3.0,1.0,1.0,346.0,1900.0,Moreland,Northern Metropolitan,2016,5,28,Spring,Horne
Brunswick,3,h,740000.0,PI,Nelson,5.2,3.0,2.0,1.0,4676.0,2010.0,Moreland,Northern Metropolitan,2016,5,28,Spring,Lobb
Brunswick,3,h,947000.0,S,Woodards,5.2,3.0,1.0,2.0,996.0,,Moreland,Northern Metropolitan,2016,5,28,Spring,Rose
Brunswick,2,u,592500.0,S,Nelson,5.2,2.0,1.0,2.0,0.0,2002.0,Moreland,Northern Metropolitan,2016,5,28,Spring,Saxon
Brunswick,3,h,1317000.0,S,Nelson,5.2,3.0,1.0,1.0,480.0,,Moreland,Northern Metropolitan,2016,5,28,Spring,Stewart
Brunswick,1,u,370000.0,S,Nelson,5.2,1.0,1.0,1.0,0.0,1965.0,Moreland,Northern Metropolitan,2016,5,28,Spring,Sydney
Brunswick,2,h,765000.0,S,Nelson,5.2,2.0,1.0,1.0,199.0,1880.0,Moreland,Northern Metropolitan,2016,5,28,Spring,Tinning
Brunswick,1,h,772000.0,SP,Collins,5.2,1.0,1.0,1.0,147.0,1890.0,Moreland,Northern Metropolitan,2016,8,28,Summer,Cliff
Brunswick,3,h,1210000.0,S,Nelson,5.2,3.0,2.0,1.0,280.0,1890.0,Moreland,Northern Metropolitan,2016,8,28,Summer,Glenlyon
Brunswick,4,h,1755000.0,S,Jellis,5.2,4.0,2.0,1.0,354.0,1910.0,Moreland,Northern Metropolitan,2016,8,28,Summer,Gray
Brunswick,2,h,1073000.0,S,Jellis,5.2,2.0,1.0,1.0,182.0,,Moreland,Northern Metropolitan,2016,8,28,Summer,Mountfield
Brunswick,3,h,1080000.0,S,Nelson,5.2,3.0,2.0,1.0,316.0,,Moreland,Northern Metropolitan,2016,8,28,Summer,Stewart
Brunswick,2,h,945000.0,S,Jellis,5.2,2.0,1.0,2.0,246.0,1910.0,Moreland,Northern Metropolitan,2016,7,30,Summer,Barkly
Brunswick,2,h,755000.0,S,Nelson,5.2,2.0,1.0,1.0,159.0,1930.0,Moreland,Northern Metropolitan,2016,7,30,Summer,Talbot
Brunswick West,2,u,521500.0,S,Peter,5.9,2.0,1.0,1.0,0.0,1960.0,Moreland,Northern Metropolitan,2016,3,9,Spring,Passfield
Brunswick West,2,u,320000.0,PI,Nelson,5.9,2.0,1.0,1.0,0.0,1980.0,Moreland,Northern Metropolitan,2016,3,12,Spring,Moreland
Brunswick West,3,h,1190000.0,S,Nelson,5.9,3.0,1.0,1.0,0.0,1920.0,Moreland,Northern Metropolitan,2016,3,12,Spring,Wales
Brunswick West,3,h,942000.0,S,McDonald,5.9,3.0,1.0,0.0,358.0,,Moreland,Northern Metropolitan,2017,4,3,Spring,Pearson
Brunswick West,2,u,471000.0,S,Jellis,5.9,2.0,1.0,1.0,564.0,1970.0,Moreland,Northern Metropolitan,2017,4,3,Spring,Walker
Brunswick West,2,u,473000.0,S,Harrington,5.9,2.0,1.0,2.0,568.0,,Moreland,Northern Metropolitan,2016,4,6,Spring,Allard
Brunswick West,3,h,1200000.0,S,Nelson,5.9,3.0,1.0,1.0,600.0,,Moreland,Northern Metropolitan,2016,4,6,Spring,Halpin
Brunswick West,4,h,930000.0,S,Nelson,5.9,4.0,2.0,2.0,299.0,,Moreland,Northern Metropolitan,2016,4,6,Spring,Whitby
Brunswick West,1,u,265000.0,PI,Walshe,5.9,1.0,1.0,1.0,0.0,2000.0,Moreland,Northern Metropolitan,2016,7,5,Summer,Albion
Brunswick West,3,h,955000.0,S,hockingstuart,5.9,3.0,1.0,0.0,220.0,1930.0,Moreland,Northern Metropolitan,2016,7,5,Summer,Pearson
Brunswick West,5,h,1350000.0,SP,Woodards,5.9,5.0,2.0,2.0,510.0,1997.0,Moreland,Northern Metropolitan,2016,7,11,Summer,Albion
Brunswick West,2,t,380000.0,VB,Nelson,5.9,2.0,1.0,1.0,0.0,1970.0,Moreland,Northern Metropolitan,2016,7,11,Summer,Egginton
Brunswick West,1,u,300000.0,SP,Grantham,5.9,1.0,1.0,0.0,0.0,1960.0,Moreland,Northern Metropolitan,2016,7,11,Summer,Park
Brunswick West,3,h,810000.0,S,Brad,5.9,3.0,1.0,2.0,349.0,1950.0,Moreland,Northern Metropolitan,2016,7,11,Summer,Yarrabin
Brunswick West,2,u,380000.0,PI,Brad,5.9,2.0,1.0,1.0,0.0,1970.0,Moreland,Northern Metropolitan,2016,10,9,Autumn,Murray
Brunswick West,3,h,793000.0,S,Ray,5.9,3.0,1.0,0.0,275.0,1935.0,Moreland,Northern Metropolitan,2016,10,12,Autumn,Melville
Brunswick West,2,u,400000.0,SP,Nelson,5.9,2.0,1.0,1.0,73.0,1960.0,Moreland,Northern Metropolitan,2016,10,12,Autumn,Moreland
Brunswick West,2,u,400500.0,SP,Nelson,5.9,2.0,1.0,1.0,0.0,2013.0,Moreland,Northern Metropolitan,2017,11,2,Autumn,Albion
Brunswick West,3,t,797500.0,S,Nelson,5.9,3.0,2.0,2.0,262.0,2010.0,Moreland,Northern Metropolitan,2017,11,2,Autumn,Moreland
Brunswick West,2,u,435000.0,S,Nelson,5.9,2.0,1.0,1.0,0.0,2002.0,Moreland,Northern Metropolitan,2016,12,6,Winter,Union
Brunswick West,3,h,920000.0,S,Jellis,5.9,3.0,1.0,2.0,501.0,,Moreland,Northern Metropolitan,2016,12,11,Winter,Moreland
Brunswick West,3,h,1172000.0,S,Stockdale,5.9,3.0,1.0,2.0,512.0,,Moreland,Northern Metropolitan,2016,12,11,Winter,Park
Brunswick West,3,h,1300000.0,PI,Jellis,5.9,3.0,1.0,2.0,364.0,1900.0,Moreland,Northern Metropolitan,2016,12,11,Winter,Pearson
Brunswick West,3,h,1330000.0,S,Nelson,5.9,3.0,1.0,2.0,353.0,1930.0,Moreland,Northern Metropolitan,2016,12,11,Winter,Whitby
Brunswick West,3,h,1245000.0,S,Barry,5.9,3.0,1.0,1.0,412.0,1934.0,Moreland,Northern Metropolitan,2016,5,14,Spring,Burnell
Brunswick West,2,h,900000.0,SP,hockingstuart,5.9,2.0,1.0,1.0,410.0,,Moreland,Northern Metropolitan,2016,5,14,Spring,Melville
Brunswick West,7,h,1205000.0,S,Raine,5.9,7.0,3.0,1.0,447.0,1982.0,Moreland,Northern Metropolitan,2016,10,15,Autumn,Henderson
Brunswick West,2,u,380000.0,PI,Jellis,5.9,2.0,1.0,1.0,0.0,1970.0,Moreland,Northern Metropolitan,2016,10,15,Autumn,Passfield
Brunswick West,3,h,1095000.0,S,Nelson,5.9,3.0,1.0,1.0,411.0,1935.0,Moreland,Northern Metropolitan,2016,10,15,Autumn,Union
Brunswick West,2,t,680000.0,VB,Nelson,5.9,2.0,1.0,1.0,0.0,1970.0,Moreland,Northern Metropolitan,2016,10,15,Autumn,Union
Brunswick West,2,h,711000.0,S,Nelson,5.9,2.0,1.0,1.0,177.0,1910.0,Moreland,Northern Metropolitan,2016,4,16,Spring,Hope
Brunswick West,2,h,910000.0,S,Raine,5.9,2.0,1.0,4.0,576.0,,Moreland,Northern Metropolitan,2016,4,16,Spring,Zeal
Brunswick West,3,h,1186000.0,S,Nelson,5.9,3.0,1.0,3.0,608.0,,Moreland,Northern Metropolitan,2016,7,16,Summer,Dawson
Brunswick West,2,u,500000.0,S,Brad,5.9,2.0,1.0,1.0,0.0,1970.0,Moreland,Northern Metropolitan,2016,7,16,Summer,Murray
Brunswick West,2,h,1005000.0,S,Nelson,5.9,2.0,1.0,1.0,284.0,1926.0,Moreland,Northern Metropolitan,2016,9,17,Autumn,Whitby
Brunswick West,2,u,385000.0,SP,Jellis,5.9,2.0,1.0,1.0,0.0,1970.0,Moreland,Northern Metropolitan,2017,3,18,Spring,Allard
Brunswick West,2,u,656000.0,S,Collins,5.9,2.0,1.0,1.0,0.0,,Moreland,Northern Metropolitan,2017,3,18,Spring,Cumming
Brunswick West,2,u,370000.0,S,Ray,5.9,2.0,1.0,1.0,2120.0,1960.0,Moreland,Northern Metropolitan,2017,3,18,Spring,Moreland
Brunswick West,1,u,320000.0,S,Jellis,5.9,1.0,1.0,1.0,0.0,1970.0,Moreland,Northern Metropolitan,2016,6,18,Summer,Walker
Brunswick West,4,h,988000.0,S,Nelson,5.9,4.0,1.0,1.0,384.0,,Moreland,Northern Metropolitan,2016,11,19,Autumn,Grantham
Brunswick West,2,u,400000.0,S,Nelson,5.9,2.0,1.0,1.0,0.0,,Moreland,Northern Metropolitan,2016,5,22,Spring,Brunswick
Brunswick West,1,u,330000.0,S,hockingstuart/Advantage,5.9,1.0,1.0,1.0,0.0,1970.0,Moreland,Northern Metropolitan,2016,5,22,Spring,Heller
Brunswick West,5,h,1200000.0,PI,Jellis,5.9,5.0,2.0,3.0,553.0,1920.0,Moreland,Northern Metropolitan,2016,8,22,Summer,Albion
Brunswick West,2,u,537000.0,SP,Jellis,5.9,2.0,1.0,1.0,501.0,1960.0,Moreland,Northern Metropolitan,2016,8,22,Summer,Heller
Brunswick West,3,h,910000.0,S,Brad,5.9,3.0,1.0,2.0,717.0,1950.0,Moreland,Northern Metropolitan,2016,8,22,Summer,Morrow
Brunswick West,1,u,285000.0,PI,Walshe,5.9,1.0,1.0,1.0,0.0,1970.0,Moreland,Northern Metropolitan,2016,8,22,Summer,Passfield
Brunswick West,4,h,921500.0,S,Ray,5.9,3.0,1.0,1.0,575.0,1930.0,Moreland,Northern Metropolitan,2016,8,22,Summer,Peacock
Brunswick West,3,h,995000.0,S,Brad,5.9,3.0,1.0,2.0,505.0,,Moreland,Northern Metropolitan,2016,4,23,Spring,Culloden
Brunswick West,3,h,901000.0,S,Rendina,5.9,3.0,1.0,4.0,357.0,,Moreland,Northern Metropolitan,2016,4,23,Spring,Pearson
Brunswick West,2,h,1315000.0,S,Nelson,5.9,2.0,1.0,2.0,554.0,1930.0,Moreland,Northern Metropolitan,2016,9,24,Autumn,Jordan
Brunswick West,2,u,370000.0,VB,Nelson,5.9,2.0,1.0,1.0,0.0,1970.0,Moreland,Northern Metropolitan,2016,9,24,Autumn,Melville
Brunswick West,2,t,735000.0,S,Jellis,5.9,2.0,1.0,2.0,120.0,2004.0,Moreland,Northern Metropolitan,2016,9,24,Autumn,Victoria
Brunswick West,4,h,1000000.0,S,Nelson,5.9,3.0,1.0,1.0,589.0,1935.0,Moreland,Northern Metropolitan,2016,9,24,Autumn,Wallace
Brunswick West,1,u,252000.0,PI,McDonald,5.9,1.0,1.0,1.0,0.0,1970.0,Moreland,Northern Metropolitan,2017,2,25,Winter,Albion
Brunswick West,4,h,1700000.0,PI,Jellis,5.9,4.0,2.0,2.0,621.0,1920.0,Moreland,Northern Metropolitan,2017,2,25,Winter,Park
Brunswick West,2,h,820000.0,S,Jellis,5.9,3.0,1.0,1.0,206.0,1900.0,Moreland,Northern Metropolitan,2016,7,26,Summer,Hamilton
Brunswick West,2,u,370000.0,VB,Jellis,5.9,2.0,1.0,1.0,0.0,1970.0,Moreland,Northern Metropolitan,2016,6,27,Summer,Allard
Brunswick West,2,u,484000.0,S,Jellis,5.9,2.0,1.0,1.0,0.0,1950.0,Moreland,Northern Metropolitan,2016,6,27,Summer,McLean
Brunswick West,3,t,815000.0,S,Ray,5.9,3.0,1.0,2.0,157.0,1999.0,Moreland,Northern Metropolitan,2016,6,27,Summer,Victoria
Brunswick West,3,h,1150000.0,VB,Jellis,5.9,3.0,1.0,2.0,726.0,1950.0,Moreland,Northern Metropolitan,2016,11,27,Autumn,Brunswick
Brunswick West,1,u,351000.0,PI,Nelson,5.9,1.0,1.0,1.0,0.0,,Moreland,Northern Metropolitan,2016,11,27,Autumn,Hope
Brunswick West,4,h,1150000.0,VB,Nelson,5.9,4.0,1.0,2.0,519.0,1910.0,Moreland,Northern Metropolitan,2016,5,28,Spring,Heller
Brunswick West,2,t,598000.0,S,Nelson,5.9,2.0,1.0,1.0,69.0,2009.0,Moreland,Northern Metropolitan,2016,5,28,Spring,Melville
Brunswick West,2,u,497000.0,S,Hodges,5.9,2.0,1.0,1.0,0.0,1977.0,Moreland,Northern Metropolitan,2016,5,28,Spring,Victoria
Brunswick West,2,u,403000.0,S,hockingstuart,5.9,2.0,1.0,2.0,0.0,,Moreland,Northern Metropolitan,2016,5,28,Spring,Whitby
Brunswick West,2,h,440000.0,PI,Jellis,5.9,2.0,1.0,1.0,0.0,1960.0,Moreland,Northern Metropolitan,2016,8,28,Summer,Albion
Brunswick West,2,h,816000.0,S,Nelson,5.9,3.0,2.0,1.0,343.0,1930.0,Moreland,Northern Metropolitan,2016,8,28,Summer,Melville
Brunswick West,4,h,1585000.0,SP,Gunn&Co,5.9,4.0,1.0,2.0,562.0,1920.0,Moreland,Northern Metropolitan,2016,7,30,Summer,Albion
Brunswick West,4,h,970000.0,PI,Nelson,5.9,4.0,3.0,2.0,499.0,1925.0,Moreland,Northern Metropolitan,2016,7,30,Summer,Bakers
Bulleen,3,u,851000.0,S,Jellis,11.8,3.0,1.0,2.0,385.0,2000.0,Manningham,Eastern Metropolitan,2016,3,9,Spring,Elizabeth
Bulleen,4,h,1300000.0,S,Jellis,11.8,4.0,1.0,2.0,717.0,1960.0,Manningham,Eastern Metropolitan,2016,3,9,Spring,Robert
Bulleen,4,h,1110000.0,PI,Barry,11.8,3.0,2.0,2.0,562.0,,Manningham,Eastern Metropolitan,2016,3,9,Spring,Swanston
Bulleen,4,h,1235000.0,S,Jellis,11.8,4.0,2.0,2.0,556.0,1957.0,Manningham,Eastern Metropolitan,2016,3,9,Spring,William
Bulleen,4,h,1505000.0,S,Jellis,11.8,4.0,3.0,2.0,410.0,2012.0,Manningham,Eastern Metropolitan,2016,3,12,Spring,Rocklea
Bulleen,4,h,1303000.0,SP,Barry,11.8,4.0,2.0,2.0,670.0,1980.0,Manningham,Eastern Metropolitan,2017,4,3,Spring,Albany
Bulleen,5,h,1336000.0,S,Barry,11.8,5.0,3.0,3.0,736.0,,Manningham,Eastern Metropolitan,2017,4,3,Spring,Greenhill
